# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).,,,,,,,,,,,,,,,,,,,,,,,,
# The Matrix table should include non-normalized signal count data and detection p-value,,,,,,,,,,,,,,,,,,,,,,,,
"# Values that should be disregarded may either be left blank or labeled as ""null"".",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ID_REF,HAN_22_A_1_WT,Detection Pval,HAN_22_B_2_WT,Detection Pval,HAN_23_A_1_TG,Detection Pval,HAN_23_A_2_TG,Detection Pval,HAN_28_A_1_WT,Detection Pval,HAN_28_B_1_WT,Detection Pval,HAN_30_A_1_TG,Detection Pval,HAN_30_B_2_TG,Detection Pval,HAN_32_A_1_WT,Detection Pval,HAN_32_B_1_WT,Detection Pval,HAN_33_A_1_TG,Detection Pval,HAN_33_B_2_TG,Detection Pval
ILMN_2738837,248.5,0,156.7,0,278.3,0,202.1,0,261.6,0,243.7,0,355.7,0,186.1,0,235,0,219.8,0,307.6,0,184.5,0
ILMN_2738845,116.6,0.25689,93.3,0.01003,99.6,0.2807,92.2,0.07268,110.2,0.10902,84.5,0.37093,119.6,0.07143,92.2,0.06892,114.9,0.09649,79.2,0.71303,111.7,0.11654,80.9,0.09649
ILMN_2738854,98.4,0.88346,63.3,0.97118,86.6,0.90476,71.6,0.95238,87.1,0.93484,80.5,0.59399,91.1,0.81579,76.2,0.75313,92.7,0.84962,80.3,0.64787,80.8,0.98747,69.9,0.66667
ILMN_2738893,1381.1,0,547.9,0,853,0,505.3,0,768.1,0,590.1,0,1121.3,0,462.9,0,663.6,0,495.4,0,837,0,347.2,0
ILMN_2738901,96.7,0.91479,69.3,0.84336,87.5,0.87469,85.5,0.32331,100.7,0.41855,65.4,0.98997,97.1,0.55388,69.1,0.95865,85.1,0.98371,82.1,0.54261,77.7,0.99373,70.5,0.63158
ILMN_2738928,218.9,0,103.1,0.00251,136.5,0,88.5,0.16667,162,0,104.7,0.00877,141.1,0.00752,89.5,0.11779,182.1,0,128.8,0.00125,168.3,0.00125,83.9,0.05263
ILMN_2738972,459.4,0,133.8,0,364.5,0,226.4,0,328,0,185.4,0,417,0,143.5,0,362,0,170.8,0,329.9,0,110.8,0.00125
ILMN_2738991,127.3,0.08145,81.8,0.13409,108.7,0.0614,82,0.5213,103.4,0.30451,97.8,0.03008,107.4,0.21429,83.8,0.34461,113.9,0.10777,85.3,0.3584,99.1,0.40727,74.8,0.32581
ILMN_2739006,117.5,0.23434,81.5,0.14912,100.8,0.24436,82.7,0.47995,103.5,0.29449,95.2,0.05388,99.5,0.45363,82.6,0.40476,102,0.45614,84.7,0.39348,87.3,0.89474,80.2,0.11278
ILMN_2739019,110.1,0.50125,75.7,0.43108,94,0.60401,71,0.9599,95.8,0.65915,81.4,0.5401,94.3,0.69048,83.6,0.35088,101.8,0.46742,83.9,0.42732,98.3,0.43985,76.2,0.25564
ILMN_2739027,266.8,0,136.4,0,162.9,0,105.9,0.00376,190.9,0,158.4,0,177.8,0,93.8,0.05263,184,0,148.1,0,176.6,0,98.5,0.00627
ILMN_2739033,4444.8,0,1552.2,0,3643.3,0,1889.5,0,3862.5,0,2146.7,0,3728,0,1244.6,0,3277,0,1850.5,0,3788.1,0,949.7,0
ILMN_2739039,1791.7,0,581.3,0,771.9,0,797.9,0,1337.1,0,717.8,0,1557.9,0,618.6,0,1317.3,0,914.7,0,1618.3,0,503.2,0
ILMN_2739111,110.7,0.47118,83.9,0.06767,105.5,0.10025,98.5,0.01754,102.5,0.33333,81.7,0.5213,94.7,0.67544,85.5,0.25188,109.2,0.198,85.1,0.36967,96.5,0.52005,74.4,0.34962
ILMN_2739118,424.3,0,146.2,0,247.9,0,127.5,0,317.6,0,184.3,0,286.2,0,118,0.00376,359.9,0,175.2,0,348.7,0,87.3,0.03383
ILMN_2739123,629.5,0,242.2,0,419.1,0,290.8,0,611.8,0,378.3,0,482.5,0,232.9,0,496.6,0,375.6,0,458.8,0,215.7,0
ILMN_2739128,225.9,0,142.2,0,287.2,0,165.9,0,232.4,0,211.6,0,284.7,0,159.4,0,168.8,0,162.3,0,234,0,149.5,0
ILMN_2739163,121.2,0.15539,81.1,0.15915,101.4,0.22682,88.3,0.17293,110.1,0.11028,82.4,0.4787,110.6,0.1416,85.6,0.24561,103.2,0.40351,87.2,0.26065,107.6,0.16165,69,0.72556
ILMN_2739182,103.2,0.77444,68.9,0.85965,91.7,0.72431,69.9,0.97368,97.9,0.55013,70.7,0.95238,93,0.75313,78.3,0.65789,100.3,0.54637,85.1,0.36842,88.4,0.87093,73.5,0.40852
ILMN_2739195,114.7,0.31454,88.3,0.03258,97.5,0.38972,93.7,0.05514,127.5,0.00752,98.4,0.02757,116.2,0.08647,90.6,0.08772,110.9,0.17043,88.8,0.19173,113.5,0.099,84.1,0.04887
ILMN_2739218,100.2,0.85088,67.3,0.89724,100.1,0.26441,88.3,0.17293,96.8,0.61028,84.4,0.37218,86.7,0.9386,77.4,0.70677,97.8,0.66917,80.9,0.6203,96.1,0.53634,75.4,0.29574
ILMN_2739219,120.8,0.16416,82.6,0.1015,105.2,0.10526,91.1,0.09148,107.2,0.17794,83.9,0.39474,98.5,0.5,86.9,0.1817,110.8,0.17168,90.5,0.14411,98.8,0.42481,77.9,0.18797
ILMN_2739250,333.6,0,190.4,0,918.7,0,462.7,0,278.5,0,274.2,0,819.5,0,409.4,0,271.6,0,267,0,444.3,0,260.3,0
ILMN_2739266,131.6,0.05639,81.8,0.13409,121,0.00627,88.1,0.18296,117,0.04637,81,0.5589,126.4,0.03634,89.6,0.11278,121.8,0.03383,99.9,0.02256,135.9,0.02005,78,0.18296
ILMN_2739287,6516.2,0,2344.8,0,5212.3,0,3522.8,0,4998.2,0,3163.6,0,8017.1,0,2535.3,0,4572.4,0,3256.8,0,7159.3,0,2233,0
ILMN_2739295,448.9,0,234.2,0,324.3,0,223.6,0,338.4,0,304.6,0,423.7,0,200.8,0,367.8,0,314.5,0,351.6,0,158.5,0
ILMN_2739303,114.3,0.33459,76.1,0.41353,105.2,0.10526,91.5,0.08647,99.5,0.47619,80.4,0.60025,106.3,0.24311,85,0.27444,124.8,0.02256,83.3,0.47619,130.3,0.02882,135.9,0
ILMN_2739334,104.5,0.72556,75.4,0.44612,87.1,0.88847,82,0.5213,80,0.99624,83.5,0.41729,87.6,0.92481,76.2,0.75564,88.9,0.92607,81.7,0.56266,92.8,0.69674,80.7,0.10025
ILMN_2739340,1106.8,0,435.2,0,692.7,0,480.1,0,915.6,0,682.6,0,916,0,329.9,0,738.8,0,437.1,0,570.5,0,245.6,0
ILMN_2739355,122.3,0.13784,82.1,0.11779,104.5,0.12531,85.5,0.32331,100,0.45489,90.5,0.11278,114.8,0.1015,79.4,0.60401,105.7,0.3183,89.9,0.16291,108.8,0.14411,79,0.14787
ILMN_2739364,164.5,0,88.9,0.03008,187.6,0,106.9,0.00376,156.5,0,103.6,0.01003,174.3,0,100.6,0.01629,156.2,0,97.5,0.03509,178.3,0,80.2,0.11153
ILMN_2739384,115.5,0.29073,73.4,0.60777,103.7,0.14411,82.9,0.46867,96.7,0.61529,77.3,0.77193,119.9,0.07143,105.6,0.01003,101.2,0.49875,74.1,0.90977,114.9,0.09273,175.2,0
ILMN_2739398,834.8,0,303,0,591.2,0,485.9,0,665.7,0,448.6,0,994.8,0,304.9,0,612.4,0,575,0,760.7,0,311.6,0
ILMN_2739404,100.1,0.85464,68.1,0.88095,95.7,0.49624,80.7,0.59023,96.1,0.64536,79.1,0.67544,95.1,0.65288,79.6,0.59524,98.3,0.65038,83.8,0.43358,93.8,0.66291,66,0.87343
ILMN_2739421,117,0.24687,82.4,0.10526,98.3,0.34586,82.7,0.47995,100.1,0.44737,76.8,0.78947,91,0.8183,85.4,0.2594,114.7,0.09774,87.5,0.25063,101.8,0.29574,74.2,0.36216
ILMN_2739466,87.7,0.99373,66.2,0.93609,91.8,0.71679,86.5,0.25564,94.9,0.69549,76.1,0.81579,86.9,0.9386,80.7,0.53133,96,0.74561,70.5,0.96742,80.8,0.98747,72,0.52005
ILMN_2739469,110.6,0.47494,66.5,0.92231,90.5,0.76817,91.9,0.07769,90.1,0.88346,83.2,0.43358,100.4,0.43484,80.5,0.54511,92.5,0.85338,93.3,0.08145,92,0.73684,67.9,0.79323
ILMN_2739477,146.1,0.01128,79,0.24436,110,0.04511,106.6,0.00376,127,0.00877,114.5,0.00251,128.8,0.02381,97.5,0.02757,127.7,0.0188,109,0.00251,134.5,0.02256,93.1,0.01253
ILMN_2739486,458.4,0,136.9,0,257.6,0,135.9,0,294.9,0,158.1,0,292,0,125.6,0.00251,275.8,0,157,0,243.1,0,116.4,0.00125
ILMN_2739517,439,0,223.6,0,352.2,0,296.5,0,552.2,0,411.5,0,411.3,0,230.7,0,330.1,0,315.6,0,456.5,0,216.6,0
ILMN_2739544,983.7,0,471.5,0,771.3,0,587.3,0,1086.2,0,857.3,0,1058.1,0,415.6,0,819.1,0,696.8,0,844.2,0,279.8,0
ILMN_2739599,375.1,0,173.4,0,151.4,0,151.2,0,223.6,0,175.8,0,231.5,0,123,0.00251,316.3,0,228.9,0,224,0,121,0.00125
ILMN_2739637,104.5,0.72556,72.4,0.67293,90.9,0.75313,76.7,0.83835,95.2,0.68922,86.3,0.26692,98.9,0.48371,85.6,0.24561,102.8,0.41228,82.3,0.53509,101,0.32707,73.9,0.3797
ILMN_2739645,121,0.1604,79.4,0.22306,108.9,0.05764,100.2,0.01128,112.9,0.07895,77.9,0.74436,114.6,0.10401,75,0.80576,109.3,0.19674,93.4,0.0802,113.8,0.099,68.3,0.77945
ILMN_2739651,118.4,0.20426,70.1,0.80075,109.8,0.04637,89.9,0.12155,116.3,0.04887,87.6,0.20677,151.4,0.00251,93.1,0.05639,115.3,0.09023,84,0.42356,119.3,0.06266,80.7,0.099
ILMN_2739675,193.5,0,104.7,0.00251,185,0,155.3,0,150.1,0,122.2,0.00125,251.2,0,144.7,0,195.1,0,169.5,0,256.8,0,141.7,0
ILMN_2739679,106,0.67669,73.6,0.58897,97.6,0.38596,79.4,0.67293,98.2,0.53258,80.7,0.5802,85.3,0.95865,78.5,0.65038,99.2,0.60526,84.8,0.38346,98.6,0.42857,73.1,0.44361
ILMN_2739692,107.8,0.60025,69.4,0.83709,92.4,0.68672,75.7,0.8609,110.6,0.1015,83.3,0.42607,110,0.15414,74,0.85338,97.8,0.66917,74.6,0.89599,90,0.80827,71.5,0.55639
ILMN_2739698,4848.6,0,2577.5,0,2274.5,0,2382.8,0,4506.8,0,4122.1,0,4139.8,0,1915.6,0,4191,0,3393.5,0,3553,0,1677.2,0
ILMN_2739740,121.2,0.15539,81.9,0.12907,108.3,0.06767,88.9,0.15414,106.6,0.19674,96,0.04261,109.2,0.17043,88.6,0.13659,111.3,0.16165,92.3,0.10401,116.5,0.08396,81.2,0.09273
ILMN_2739760,5880.2,0,2206.4,0,1547.9,0,1076.2,0,2312.6,0,1661.6,0,1827.6,0,611.1,0,3785.8,0,2854.8,0,2254.3,0,843.9,0
ILMN_2739797,110.4,0.48872,76.9,0.35338,103,0.17419,82.3,0.49624,99.8,0.46742,77.4,0.76566,110.3,0.14662,92.1,0.07143,114.1,0.10777,93,0.08897,108.3,0.15414,76.9,0.22682
ILMN_2739807,114.4,0.32581,75.5,0.4386,103.3,0.16667,86.6,0.25188,99.7,0.46742,85.9,0.28947,114.1,0.11153,87.3,0.17043,107.8,0.23183,85.3,0.3584,97.6,0.46992,80.4,0.10652
ILMN_2739825,813.4,0,463.6,0,295.7,0,196.3,0,286.7,0,222.5,0,350.2,0,182.1,0,432.1,0,331.4,0,426.4,0,179.2,0
ILMN_2739829,109.9,0.51629,79.1,0.23434,89.5,0.80326,78.3,0.73684,105.1,0.24311,90.4,0.11529,98.4,0.50627,84.8,0.28446,109.7,0.18546,78.8,0.74687,105.4,0.20301,69.2,0.71303
ILMN_2739843,218.5,0,128.5,0,339.5,0,270.6,0,225.8,0,142.3,0,399.5,0,138,0,163.6,0,134.2,0,404.3,0,167.2,0
ILMN_2739847,115.4,0.29323,72.1,0.698,94.6,0.56767,77.3,0.80702,98.5,0.51128,79.4,0.65789,94,0.70301,77,0.7193,94.4,0.79323,74,0.90977,100.6,0.34461,70.1,0.65414
ILMN_2739872,108.5,0.56642,75.2,0.47118,90.4,0.77569,94.9,0.0401,96.8,0.61028,86.3,0.26692,90.6,0.83208,80.6,0.53885,101.8,0.46491,89.6,0.17043,101.7,0.29825,77.1,0.21554
ILMN_2739905,108.1,0.58647,64.7,0.95363,94.8,0.5589,71,0.9599,98.6,0.50627,73.3,0.91353,93.7,0.71805,83.6,0.35338,102.5,0.42607,71.3,0.96241,96.2,0.53258,73.8,0.39348
ILMN_2739922,117.5,0.2381,71.3,0.75188,87.6,0.87093,78.8,0.70927,90.4,0.87594,82.4,0.4812,96.5,0.59148,77.8,0.68546,109.3,0.19674,82.5,0.5188,99.2,0.40476,71.3,0.57769
ILMN_2739952,102.6,0.79574,74.7,0.5,82.6,0.97118,79.8,0.64035,99.7,0.46867,84.2,0.3797,91.8,0.79198,80.4,0.54887,86.5,0.96617,69.7,0.97619,80.2,0.99248,76.4,0.24937
ILMN_2739965,980.8,0,444.5,0,851.1,0,651.9,0,796.6,0,670.7,0,1110,0,588.8,0,884.6,0,680.9,0,1162.4,0,529.9,0
ILMN_2739998,119.2,0.19549,79.5,0.21679,95.8,0.48747,80.3,0.61654,98.2,0.53258,85.1,0.33459,98.3,0.51003,78.5,0.65163,98.9,0.62406,81.5,0.57644,91.5,0.75689,71.1,0.59148
ILMN_2739999,14773.7,0,6963.1,0,20411.9,0,13100.1,0,8971.6,0,6613.8,0,27748.6,0,12106.4,0,9087.4,0,8954.8,0,21718.3,0,7482.9,0
ILMN_2740015,110.9,0.46366,71.9,0.71053,96.1,0.47243,87.5,0.21178,104.6,0.25564,78.5,0.70301,102.3,0.35338,73.3,0.87719,102.7,0.41479,90.3,0.14912,96.6,0.5188,71.1,0.59273
ILMN_2740020,157.7,0.00125,84.3,0.0614,114.5,0.01754,97.3,0.02757,107.3,0.17544,79.6,0.63283,129.4,0.02256,85,0.27444,116.7,0.07018,94.1,0.06892,112.7,0.10276,79.2,0.13534
ILMN_2740038,112.6,0.3985,74,0.55263,102.1,0.19424,83.8,0.41855,98.7,0.49749,93,0.07393,94,0.70802,83.3,0.36466,99.7,0.57895,84,0.41855,99.9,0.37218,69.6,0.69048
ILMN_2740053,633.8,0,241.5,0,934.4,0,620.2,0,656.5,0,515.9,0,1293.7,0,413.2,0,651.7,0,458.4,0,1229.6,0,396.4,0
ILMN_2740062,106.3,0.66416,79,0.24436,96.8,0.43484,81.5,0.54762,100.9,0.41103,87.8,0.20175,92.8,0.76065,82.8,0.39223,97,0.7005,85.1,0.36967,106,0.19173,74.7,0.32707
ILMN_2740115,116.4,0.25815,82.7,0.09398,100.6,0.25439,88.6,0.16416,102.2,0.34211,89.9,0.12782,100,0.44486,90.3,0.09148,113,0.13033,83.8,0.43358,96.2,0.53258,79.4,0.13033
ILMN_2740134,767,0,331.3,0,480.1,0,369.4,0,806.7,0,635.5,0,661.8,0,247.8,0,755,0,586.1,0,535.1,0,244.2,0
ILMN_2740149,1056.7,0,366.7,0,669.4,0,361.8,0,912.1,0,600,0,824.6,0,272.5,0,810.4,0,590.8,0,577.1,0,238.4,0
ILMN_2740151,1199.4,0,329.7,0,614.3,0,341.1,0,946.9,0,482,0,825.8,0,235.9,0,679.1,0,454.7,0,708.6,0,248,0
ILMN_2740152,1267.6,0,455.3,0,645.1,0,365.9,0,1019.2,0,543.7,0,1060,0,264,0,835,0,574.3,0,653.6,0,205.6,0
ILMN_2740159,218.6,0,110.1,0,241.5,0,120,0.00125,180.6,0,112.9,0.00251,210.2,0,93.2,0.05514,182.7,0,121.3,0.00125,152.7,0.00376,89.2,0.02005
ILMN_2740176,600.2,0,239.1,0,943.9,0,423,0,513.6,0,334.3,0,877.4,0,231.4,0,505.6,0,321.5,0,722.6,0,269.7,0
ILMN_2740195,101.1,0.83083,65,0.94612,86.7,0.901,75.5,0.86466,98.1,0.53509,87.4,0.21303,98.6,0.49875,68.4,0.96491,101.1,0.50125,82.8,0.50251,91.5,0.75689,71.4,0.56642
ILMN_2740199,110,0.50501,85.2,0.05138,109.5,0.05388,94.2,0.04637,101.2,0.39474,90.9,0.10526,102.4,0.34962,100.8,0.01629,119.9,0.0401,89.5,0.17168,105.7,0.19674,76,0.2619
ILMN_2740207,270.1,0,110.7,0,139.8,0,110.6,0.00125,158.8,0,116.1,0.00251,152,0.00251,109.9,0.00501,167.1,0,158.3,0,166.1,0.00125,109.3,0.00125
ILMN_2740217,306.9,0,135.1,0,202.6,0,138.2,0,315.6,0,172.5,0,314,0,138.5,0,333.1,0,211.7,0,296.5,0,138.4,0
ILMN_2740222,653.4,0,250.4,0,841,0,453.6,0,500.8,0,404.4,0,1013.2,0,383.1,0,498.5,0,389.6,0,798.5,0,291.1,0
ILMN_2740259,97.4,0.90226,74,0.5589,84.1,0.94987,74.3,0.89599,99.5,0.47744,95.8,0.04511,91.5,0.80451,84.4,0.30075,86.3,0.96992,84,0.42105,87.8,0.88847,66.6,0.85338
ILMN_2740268,464.8,0,166.1,0,476.3,0,417,0,496,0,297.1,0,499.1,0,244.9,0,381.2,0,251.3,0,648.3,0,259.7,0
ILMN_2740285,408.1,0,139,0,311.4,0,206.2,0,347.8,0,182.7,0,355.4,0,143.9,0,300.8,0,182.6,0,329.8,0,93.6,0.01003
ILMN_2740306,113.3,0.36591,76.1,0.41353,104.3,0.12907,89.5,0.13158,107.8,0.15539,78.3,0.7193,104.6,0.28947,84.9,0.27694,114,0.10777,87.1,0.26566,95,0.60025,66.2,0.86717
ILMN_2740337,93.1,0.9599,80.5,0.17669,86.2,0.91604,81.4,0.55514,97,0.59649,72.6,0.92607,82.4,0.98371,88.5,0.1391,102.4,0.43609,75.7,0.86216,89.3,0.84085,66.6,0.84837
ILMN_2740348,1060,0,449.8,0,958.1,0,765,0,848.3,0,818.5,0,1102.7,0,553.8,0,809.9,0,746.2,0,1068.6,0,606.8,0
ILMN_2740362,105.7,0.68922,70.2,0.79198,94.5,0.57644,87.4,0.21554,88.8,0.90476,81.3,0.54386,89.5,0.87218,82.7,0.39975,101.2,0.49875,78.6,0.75689,89.3,0.84085,70.3,0.64662
ILMN_2740372,137,0.03258,98.9,0.00376,126.7,0.00501,97.6,0.02632,124.1,0.01629,124.4,0,142,0.00752,118.8,0.00376,124.3,0.02381,102.7,0.01003,138.1,0.01754,87.2,0.03509
ILMN_2740391,115.8,0.27945,79.5,0.22306,90.6,0.76316,83.4,0.43734,93.3,0.76817,87.1,0.22682,94.6,0.67794,80.7,0.53133,103.3,0.39348,81.6,0.56642,102.2,0.27694,64.8,0.91103
ILMN_2740407,158.8,0.00125,99.7,0.00376,133.5,0.00125,93.6,0.05514,118.8,0.03885,111.7,0.00251,127.2,0.03258,92.2,0.06892,127,0.0213,113,0.00251,125.6,0.04135,94.7,0.00877
ILMN_2740419,138.2,0.02882,99,0.00376,98.3,0.34336,91.7,0.08396,104.1,0.26692,88.9,0.16165,108.6,0.18421,94.4,0.04637,158.2,0,138.6,0,121.7,0.05013,80.4,0.10652
ILMN_2740432,30970.2,0,17783.9,0,25713.4,0,16489.8,0,24867.3,0,21239.7,0,27545.9,0,11927.1,0,20609.8,0,15833.1,0,24182,0,10501.6,0
ILMN_2740445,392.1,0,234.8,0,951.1,0,459.1,0,571.2,0,377.8,0,1007.3,0,323.3,0,331.2,0,292.9,0,804.9,0,253.3,0
ILMN_2740461,102,0.81078,68.1,0.88471,98.2,0.35213,72.8,0.93358,98.9,0.49749,77.3,0.77068,90.1,0.84962,90.7,0.08772,98.3,0.65038,84.3,0.40727,111.2,0.11905,69.2,0.71178
ILMN_2740464,118.7,0.20301,74.5,0.50877,129.4,0.00251,94.1,0.04887,104.6,0.25564,82.9,0.44987,131.6,0.0188,95.8,0.03634,103.8,0.37845,86.4,0.31328,127.2,0.03759,71,0.60276
ILMN_2740465,124.9,0.10526,80.6,0.17544,116.2,0.01504,100.8,0.01003,111.1,0.09398,92.8,0.07393,147.9,0.00376,102.9,0.01378,112,0.14662,91.5,0.12531,123.8,0.04386,75,0.31203
ILMN_2740494,572.1,0,284.1,0,478.6,0,329.7,0,603,0,543.2,0,502.7,0,253.2,0,508.9,0,522.4,0,522.2,0,250.7,0
ILMN_2740520,110.7,0.47118,74.2,0.53759,99.3,0.29449,83.6,0.42857,108.7,0.13283,84,0.39223,93.3,0.74185,92.4,0.06391,104.5,0.35464,77.2,0.8208,96.4,0.52632,75.1,0.30952
ILMN_2740523,3851,0,1612.5,0,3316.4,0,2352.9,0,2964.4,0,2365.7,0,4155.9,0,1445.4,0,2913.1,0,1983.3,0,2958.8,0,1227.8,0
ILMN_2740559,109.6,0.52882,75.4,0.44361,95.3,0.52632,83.1,0.45614,92.9,0.77945,77.8,0.74937,100.5,0.43233,88.1,0.15288,110.2,0.18045,91.4,0.12782,93.4,0.6792,69.2,0.71053
ILMN_2740568,135.1,0.03759,74.4,0.51504,117.2,0.01128,85.8,0.30201,121.3,0.0213,83.5,0.41729,155,0.00251,93.8,0.05263,123.3,0.02381,83.9,0.42857,130.1,0.02882,74,0.36717
ILMN_2740622,334.8,0,128.8,0,646.9,0,234.9,0,759.8,0,366.5,0,406.3,0,115,0.00376,335.6,0,267.1,0,234.4,0,97.4,0.00627
ILMN_2740628,290.6,0,110.1,0,203.9,0,118.3,0.00125,177.8,0,128.1,0,252.6,0,104.1,0.01253,179.9,0,120,0.00125,200.7,0,100.8,0.00251
ILMN_2740646,279.7,0,170,0,642.1,0,320,0,378.1,0,291.3,0,575.8,0,295.4,0,276.2,0,276.3,0,364.6,0,201.9,0
ILMN_2740652,180.8,0,90.8,0.0213,141.4,0,96.4,0.03133,142.9,0,99.6,0.01754,159.5,0.00125,87.6,0.16667,144.4,0,105.1,0.00376,156.5,0.00251,84.4,0.04511
ILMN_2740678,108,0.59399,67.9,0.88972,104.5,0.12281,80,0.62657,101.6,0.36967,77.3,0.77193,100.8,0.42231,80.6,0.53885,105.2,0.33083,77.5,0.81328,98.4,0.43108,73.5,0.41103
ILMN_2740710,795.6,0,361.2,0,739,0,640,0,892.5,0,607.4,0,1144.9,0,421.6,0,697.9,0,611.9,0,940.3,0,396.2,0
ILMN_2740720,114.1,0.34336,75.4,0.44862,99.8,0.27444,87.4,0.21554,97.4,0.5802,80.8,0.57393,100.6,0.42857,70.6,0.93609,102.7,0.41353,82.3,0.53509,87.9,0.88471,66.7,0.84336
ILMN_2740755,355.2,0,170.4,0,405.7,0,195.5,0,330.1,0,212.6,0,454.1,0,159,0,258.1,0,220.4,0,337.4,0,147.6,0
ILMN_2740764,327.4,0,148.4,0,405.5,0,224.7,0,318.9,0,211.4,0,466.1,0,150.2,0,253.5,0,197.7,0,288.3,0,124.7,0
ILMN_2740782,107.6,0.60652,81.7,0.13659,104.2,0.13283,82.3,0.49624,96.5,0.62531,77,0.78195,93.6,0.72682,88.2,0.15288,99.1,0.61278,80.5,0.6391,93,0.69048,70.3,0.6416
ILMN_2740838,112.6,0.39724,74.7,0.5,93.7,0.61654,80.7,0.59399,96.2,0.64411,82.7,0.4599,105.3,0.26441,87.7,0.16541,110.1,0.18045,82.5,0.5188,111.5,0.11779,75.1,0.30451
ILMN_2740852,1484.5,0,681.8,0,723.3,0,746.8,0,605.3,0,610.7,0,1309.3,0,700.4,0,791.1,0,703.2,0,1090.6,0,855.2,0
ILMN_2740859,2577.3,0,778.4,0,1771.6,0,1415.8,0,1843.2,0,1107.2,0,2792.9,0,1098.6,0,2036.3,0,1312,0,2554,0,841.9,0
ILMN_2740869,128.8,0.07268,92.4,0.01378,107.6,0.07393,96.7,0.03008,115.4,0.06015,102.9,0.01253,108,0.198,89.3,0.11905,124.8,0.02256,96.6,0.04135,120,0.0589,79.5,0.12782
ILMN_2740873,96.4,0.9198,73.7,0.58271,96.6,0.44862,90.8,0.1015,107.4,0.17168,85.6,0.30201,92,0.78321,80.4,0.54762,91.4,0.87719,75.7,0.86341,90.7,0.79449,80.1,0.11654
ILMN_2740890,310,0,197.1,0,869.3,0,431.9,0,303.4,0,287.4,0,785.9,0,293.2,0,243.2,0,259.6,0,421.5,0,217.5,0
ILMN_2740917,108.9,0.55388,68.5,0.86967,98.1,0.35338,82.4,0.49248,88.9,0.90476,83.7,0.40602,85.4,0.95739,72.4,0.89223,86,0.97243,80.6,0.62907,91.6,0.75439,69.2,0.71303
ILMN_2740922,1108.2,0,490.6,0,897.6,0,686.7,0,1165.8,0,898.6,0,1233.7,0,499.3,0,878.1,0,796.4,0,1167.6,0,509.8,0
ILMN_2740929,110.6,0.47368,75.2,0.47243,114.2,0.01754,88.5,0.16416,105.2,0.2406,83.2,0.42857,118.9,0.07644,79.8,0.58271,115.1,0.09524,81.5,0.57644,104.9,0.20927,79,0.14787
ILMN_2740930,105.7,0.68797,75,0.47995,99.4,0.28697,83.9,0.41855,93.6,0.75815,77.2,0.77193,111.6,0.13409,75.8,0.77068,100.2,0.55514,76.6,0.83584,96.3,0.52882,73.1,0.4411
ILMN_2740939,115.1,0.30326,72.6,0.66291,103.4,0.1604,81.1,0.57393,96.5,0.63033,81.7,0.52005,102.1,0.36341,73.1,0.8797,104.9,0.34461,84.6,0.39599,93.3,0.6817,70.1,0.65414
ILMN_2740949,95.3,0.93358,72.4,0.67293,83.5,0.9599,71.5,0.95614,98.8,0.49749,79.4,0.64912,97.2,0.55388,82.5,0.40977,91.2,0.88346,78.6,0.7594,97.7,0.46742,69.3,0.70927
ILMN_2740965,996,0,515.1,0,1208.4,0,468.7,0,643.6,0,557.7,0,1029.3,0,446.5,0,546.9,0,457,0,838.8,0,259.8,0
ILMN_2740998,112.6,0.3985,75.5,0.44236,89.5,0.80451,82,0.5213,93.6,0.76065,82.7,0.46617,106.9,0.22556,79.9,0.57769,94.3,0.79574,74.8,0.88847,94.5,0.63158,69.5,0.698
ILMN_2741006,575.9,0,333.5,0,548.2,0,332.9,0,426.3,0,384.6,0,748.8,0,315.9,0,439.8,0,438.9,0,444.1,0,263.2,0
ILMN_2741050,153.9,0.00376,87.7,0.03759,212.3,0,179.8,0,125.5,0.01128,113.5,0.00251,328.3,0,137.1,0,139.7,0.00251,99.3,0.02381,255.2,0,126.5,0
ILMN_2741063,275.1,0,129.5,0,331.3,0,209,0,165.4,0,130.2,0,526.4,0,294.8,0,152,0,131.5,0,623.1,0,301.7,0
ILMN_2741066,111.4,0.4411,78.4,0.27569,98.7,0.32456,84,0.40727,96.6,0.61779,86.2,0.27318,102.9,0.33333,100.2,0.01754,101.7,0.46867,86.2,0.32206,97.6,0.47243,72.9,0.46241
ILMN_2741070,146.4,0.01128,81.9,0.13158,116.5,0.01504,105.3,0.00501,131.2,0.00627,112.7,0.00251,140.8,0.00752,112,0.00376,127.7,0.0188,99.1,0.02506,143.3,0.00752,94.5,0.00877
ILMN_2741087,98.1,0.88722,68.2,0.87218,84.9,0.9411,75.2,0.87343,88,0.91855,72.6,0.92481,84.6,0.97118,76.1,0.75815,90.4,0.90351,71.7,0.95739,84.3,0.95489,62.9,0.94737
ILMN_2741096,5949.9,0,2065.9,0,3034.3,0,1947.4,0,4137.7,0,3396.1,0,3324,0,990.2,0,4530.8,0,3118.2,0,3162.1,0,1138.9,0
ILMN_2741114,191.6,0,105.7,0.00125,240.7,0,149.4,0,214.7,0,163.9,0,262.4,0,120.1,0.00376,148.4,0,128.5,0.00125,206.6,0,125.6,0
