# The identifiers in the ID_REF column must match the identifiers in the ID column of the referenced platform (GPLxxxx).,,,,,,,,,,,,,,,,,,,,,,,,
# The Matrix table should include non-normalized signal count data and detection p-value,,,,,,,,,,,,,,,,,,,,,,,,
"# Values that should be disregarded may either be left blank or labeled as ""null"".",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ID_REF,HAN_22_A_1_WT,Detection Pval,HAN_22_B_2_WT,Detection Pval,HAN_23_A_1_TG,Detection Pval,HAN_23_A_2_TG,Detection Pval,HAN_28_A_1_WT,Detection Pval,HAN_28_B_1_WT,Detection Pval,HAN_30_A_1_TG,Detection Pval,HAN_30_B_2_TG,Detection Pval,HAN_32_A_1_WT,Detection Pval,HAN_32_B_1_WT,Detection Pval,HAN_33_A_1_TG,Detection Pval,HAN_33_B_2_TG,Detection Pval
ILMN_1213483,2146.7,0,651.3,0,1189.2,0,1100.9,0,1152.6,0,826.9,0,1768.4,0,644,0,1643.1,0,1051.1,0,1588.5,0,715.8,0
ILMN_1213495,293,0,141.2,0,228.5,0,147.4,0,192.6,0,166.7,0,250,0,128.8,0.00125,186.4,0,156.2,0,215,0,116.2,0.00125
ILMN_1213506,109.7,0.5213,74.9,0.48622,125.7,0.00501,69.6,0.97368,96.9,0.60526,74.7,0.87845,113.3,0.11779,73.5,0.87343,95.2,0.76942,81.5,0.57769,105.4,0.20301,70.3,0.64536
ILMN_1213524,117.8,0.22807,70.3,0.78947,118.5,0.00877,101.3,0.01003,103.5,0.29449,89.3,0.14662,103.2,0.32331,80.8,0.52506,104.9,0.34461,86.2,0.32331,99.3,0.3985,67.3,0.81579
ILMN_1213531,2702.4,0,1191.2,0,2822.4,0,1492.1,0,1835.1,0,1752.8,0,3216.7,0,1400.1,0,2081.1,0,1870.2,0,2877.9,0,1093.9,0
ILMN_1213535,102.6,0.79449,77.6,0.31078,92.7,0.66917,87.2,0.2218,93,0.77694,82.2,0.49248,96.3,0.59774,80.3,0.56266,101.8,0.46742,78.2,0.7782,92.6,0.70426,70.5,0.63409
ILMN_1213549,1714.4,0,739.5,0,314.2,0,206.9,0,1417.4,0,1129.7,0,398.6,0,197.7,0,942.8,0,711,0,446.1,0,155.8,0
ILMN_1213564,124.2,0.11654,82.7,0.09524,108.5,0.06516,92.6,0.06642,102.6,0.33083,89.4,0.14536,113.8,0.11529,79.3,0.61028,118.6,0.05388,95.2,0.0589,122.6,0.04637,74.3,0.35714
ILMN_1213572,109,0.55013,74.7,0.49875,96.7,0.44236,81.1,0.57644,102.6,0.32832,78.4,0.71303,106.4,0.24185,88.1,0.15288,106,0.30952,89.4,0.17669,110.6,0.12155,71.5,0.55263
ILMN_1213573,733.4,0,316.6,0,651,0,200.4,0,511.1,0,382.1,0,546.3,0,174.9,0,420.6,0,347.9,0,429,0,141.2,0
ILMN_1213574,155.1,0.00125,85.5,0.04887,145.2,0,88.3,0.17168,128.9,0.00752,79.8,0.62782,160.4,0.00125,83,0.38596,137,0.00627,104.4,0.00501,141.9,0.00752,73.7,0.39975
ILMN_1213579,134.1,0.0401,84.1,0.06391,108.7,0.0614,85.8,0.30326,107.7,0.16291,83.7,0.40476,105.6,0.2594,81.1,0.49499,112.7,0.14035,94.1,0.06892,102.2,0.27694,85.6,0.04135
ILMN_1213596,121.9,0.14035,82.1,0.1203,109.4,0.05388,88,0.18797,112.2,0.08772,88.2,0.18922,118.3,0.07769,90.1,0.09398,117.4,0.06391,86.9,0.29198,121.3,0.05138,78.6,0.16165
ILMN_1213604,111.1,0.45363,71.5,0.72807,94.5,0.57769,79.1,0.68922,106.2,0.21303,96.1,0.0401,96.8,0.58271,75.4,0.78947,92.1,0.8584,83,0.48997,103.7,0.2381,74,0.36967
ILMN_1213615,175.5,0,88.8,0.03008,111.6,0.02757,98.4,0.0188,121.6,0.0213,100.1,0.01754,140.9,0.00752,87,0.18045,134.5,0.00752,107.1,0.00376,189.3,0,89.1,0.02005
ILMN_1213617,373.1,0,174.9,0,438.6,0,236.4,0,275.4,0,231,0,523.8,0,313.9,0,210.8,0,177.2,0,417.9,0,230.9,0
ILMN_1213618,134.1,0.0401,82.6,0.099,143.6,0,107.6,0.00251,122.9,0.01754,94.3,0.05764,166.1,0.00125,104,0.01253,121,0.03885,102.5,0.01003,152.8,0.00376,88.5,0.02506
ILMN_1213632,136.7,0.03383,81.2,0.15539,90.3,0.77569,81.9,0.52632,125.1,0.01128,85.9,0.28822,123.5,0.05263,92.6,0.06015,114.8,0.09649,97.8,0.03258,119.9,0.0589,76.9,0.22807
ILMN_1213645,1003.4,0,523.3,0,418.2,0,438.2,0,653.8,0,633.2,0,583.5,0,336.6,0,738.1,0,612.4,0,561.8,0,300.2,0
ILMN_1213672,101.2,0.82957,74.6,0.50501,91.8,0.71679,82.1,0.51128,91.7,0.8183,77.8,0.74687,93.9,0.70927,70.5,0.93985,101.2,0.49875,83,0.49123,92.7,0.70301,71,0.60276
ILMN_1213678,118.7,0.20301,85,0.05388,100.6,0.25439,95.4,0.03509,100.2,0.44486,81.4,0.5401,114.7,0.1015,88.4,0.14536,102.9,0.41103,89.7,0.16792,108.3,0.15414,75.2,0.30326
ILMN_1213680,171.2,0,89.8,0.02632,166.4,0,107.4,0.00251,144,0,82.7,0.45739,156.5,0.00251,87,0.17669,151.1,0,113.7,0.00125,152,0.00501,80.2,0.11153
ILMN_1213681,550.1,0,297.5,0,582.2,0,338.3,0,378.9,0,326.5,0,645.9,0,353.2,0,397.7,0,321.9,0,517.4,0,237.5,0
ILMN_1213692,224,0,135.6,0,395.4,0,250.5,0,193.7,0,174.5,0,409.7,0,235.6,0,174.7,0,196.1,0,290.9,0,159,0
ILMN_1213711,1320.7,0,831.2,0,1877.6,0,1222,0,1253.4,0,1215.5,0,1754.4,0,834.3,0,805.9,0,903.6,0,1188.7,0,519.5,0
ILMN_1213721,119,0.19925,78.7,0.26065,87.6,0.87093,87.9,0.19298,91.1,0.84712,86.7,0.24311,102,0.36842,88.3,0.15038,90,0.91103,77.9,0.78822,91.8,0.74812,72,0.52381
ILMN_1213725,460.5,0,220.4,0,757.7,0,593.1,0,483.6,0,430.9,0,974,0,508,0,349.7,0,298.3,0,592,0,300.9,0
ILMN_1213728,150.4,0.00752,78.4,0.2782,155.9,0,112.8,0.00125,144.6,0,109.8,0.00376,183.4,0,95.2,0.04261,137.2,0.00627,101.6,0.01378,167.4,0.00125,97.1,0.00627
ILMN_1213736,379.6,0,163.1,0,268.2,0,189.2,0,304.1,0,356.1,0,274,0,157.4,0,294.7,0,269.4,0,199.1,0,124.5,0
ILMN_1213745,217.1,0,131.3,0,264.2,0,156.2,0,199.3,0,168.6,0,276.3,0,149.8,0,179,0,154.9,0,208.2,0,132.6,0
ILMN_1213750,142.1,0.0188,85.5,0.05138,100.1,0.26441,83.7,0.42481,118.2,0.04135,105.8,0.00627,112,0.13158,85.1,0.27193,121.7,0.03509,99.8,0.02256,117.5,0.07895,72.9,0.4599
ILMN_1213763,117.6,0.23434,79.1,0.2381,99,0.30576,90,0.11905,107.2,0.17794,90.5,0.11404,111.2,0.13534,81.8,0.45739,105.7,0.32206,83.4,0.47368,104.4,0.2218,80.2,0.11153
ILMN_1213777,116,0.27193,86.7,0.04261,134.8,0,101.8,0.00877,117.7,0.04261,87.2,0.22556,145.7,0.00501,92.8,0.06015,111,0.16917,102.3,0.01128,130.6,0.02882,81.8,0.08145
ILMN_1213779,317.5,0,180.6,0,319.9,0,195.3,0,254.1,0,180,0,300,0,181.1,0,222.2,0,217.9,0,285.3,0,152.9,0
ILMN_1213787,108,0.59399,87.1,0.0401,98.8,0.32206,87.8,0.19549,101.3,0.39098,83.7,0.40476,108.7,0.18045,90.4,0.09023,109.5,0.19048,94.2,0.06767,100.1,0.36967,74,0.36967
ILMN_1213805,116,0.27193,79.4,0.22431,110,0.04511,86.8,0.24436,102.6,0.33083,88.4,0.18421,113.9,0.11529,85.8,0.23935,115.7,0.08271,87.9,0.23183,98.2,0.44486,70.5,0.63534
ILMN_1213809,162,0,94.1,0.00752,119.9,0.00877,96.6,0.03133,127.9,0.00752,95.8,0.04511,146.6,0.00376,92.6,0.06015,116.4,0.07393,103.1,0.00877,173.1,0,107.1,0.00125
ILMN_1213811,165.7,0,105.1,0.00251,237.6,0,165.2,0,158.2,0,111.1,0.00376,184.1,0,114,0.00376,121.9,0.03258,100.3,0.0213,114.7,0.09524,88.8,0.0213
ILMN_1213817,122.9,0.13158,85.2,0.05138,114.6,0.01754,85.8,0.30201,157.2,0,95.8,0.04511,103.8,0.30827,81.3,0.48872,222.1,0,87.8,0.23559,119,0.06516,73.6,0.40602
ILMN_1213838,138.8,0.02757,90.8,0.0213,139.1,0,106.6,0.00376,136.6,0.00376,109.5,0.00376,152.5,0.00251,113.4,0.00376,120.7,0.03885,88.6,0.198,139.7,0.00877,92.1,0.01378
ILMN_1213850,168,0,86.4,0.04386,221.5,0,183.8,0,195.5,0,160.7,0,271,0,121,0.00376,162.3,0,117.1,0.00125,221.6,0,134.4,0
ILMN_1213855,1513.8,0,583.8,0,795.2,0,662.1,0,1217.7,0,861.6,0,1069.4,0,526.9,0,1132.6,0,890.5,0,1148.8,0,523.8,0
ILMN_1213856,113.3,0.36341,74,0.55639,97.4,0.39223,79.6,0.65789,93.8,0.74937,73.9,0.90476,94,0.70551,76.5,0.74185,98.7,0.64035,77.9,0.78697,96.3,0.53133,66.1,0.86967
ILMN_1213858,293.3,0,184.6,0,396.9,0,370.8,0,258.8,0,251.4,0,636.7,0,307.7,0,244.4,0,198.4,0,424.7,0,179.7,0
ILMN_1213872,1703.7,0,764.4,0,1001.9,0,985,0,1293.8,0,1058.5,0,1523.5,0,710.4,0,1566.1,0,1247.4,0,1749.5,0,844.4,0
ILMN_1213873,111.6,0.43233,76.1,0.41353,94.4,0.57895,86.1,0.28195,91.6,0.81955,80.3,0.6015,103.5,0.31579,78.8,0.6391,104.4,0.35714,80,0.67794,89.1,0.84837,76.7,0.23935
ILMN_1213880,138.9,0.02757,85.9,0.04511,107.6,0.07393,88,0.18797,114.5,0.06266,91.5,0.08271,118.9,0.07644,77.1,0.71554,115.2,0.09398,95.1,0.06266,122,0.05013,82.9,0.06892
ILMN_1213882,133.7,0.04511,90.1,0.02506,151.3,0,94.9,0.04135,133,0.00501,117.4,0.00251,159.7,0.00125,95.2,0.04261,141.9,0,104.1,0.00627,139.5,0.01003,83.1,0.06516
ILMN_1213883,7558.5,0,3408.6,0,5309.2,0,4602.1,0,7250.1,0,6472.1,0,8789.6,0,3688.8,0,7214.2,0,5714.8,0,7289.7,0,2953.9,0
ILMN_1213886,191.2,0,102.8,0.00251,168.2,0,148.6,0,155,0,155.8,0,195.8,0,107.6,0.00752,138.6,0.00376,131.5,0,150.7,0.00627,97,0.00627
ILMN_1213899,303.4,0,140.7,0,257.8,0,160.7,0,218.4,0,157.4,0,272.3,0,156.6,0,219.6,0,198.9,0,232,0,124.4,0
ILMN_1213910,164.4,0,72.2,0.68797,105.1,0.10652,82.4,0.49624,112.4,0.08521,87.1,0.23308,104.8,0.2807,81.9,0.45113,123.7,0.02381,73.8,0.91855,107.4,0.16667,71.3,0.57644
ILMN_1213911,314.2,0,166.4,0,269.9,0,212.1,0,261.3,0,215.2,0,346.1,0,211.2,0,268.7,0,224.3,0,296.6,0,194.1,0
ILMN_1213914,11360.3,0,6894.1,0,9902.7,0,7934.2,0,9932.8,0,9928.1,0,12330.3,0,4967.3,0,8247.7,0,8197.5,0,8702.7,0,4351.6,0
ILMN_1213915,106.6,0.65163,71.3,0.74812,93.5,0.62155,89.1,0.1416,92.4,0.79449,82.3,0.48246,117.9,0.07895,84.4,0.30075,101.1,0.49875,83.9,0.42982,112.3,0.10902,86.9,0.03634
ILMN_1213917,128.1,0.07769,84.7,0.05639,106.7,0.08396,77.1,0.81704,107.7,0.15915,97.4,0.03133,115.2,0.09273,84.7,0.28822,123.1,0.02632,92.1,0.10777,109.1,0.1391,87.5,0.03258
ILMN_1213920,655.6,0,282.1,0,597.8,0,459.6,0,628.8,0,353.8,0,983.5,0,295.4,0,503.3,0,413.4,0,840.6,0,307.5,0
ILMN_1213929,164.7,0,101.2,0.00251,113.2,0.02381,117.1,0.00125,127.7,0.00752,132.7,0,164.1,0.00125,133.8,0,146,0,121.9,0.00125,175.4,0,118.8,0.00125
ILMN_1213935,112.2,0.40727,67,0.90476,96.2,0.47118,78.4,0.73058,118.8,0.03885,89.6,0.13534,114.9,0.10025,77.9,0.67669,96.2,0.73434,81.3,0.59649,111.4,0.11779,69.7,0.68672
ILMN_1213939,110.5,0.48246,75.7,0.42481,85,0.93985,79.2,0.68797,94.2,0.72682,84.9,0.35338,87.9,0.91729,77.6,0.69674,97.7,0.67419,78.5,0.76065,94.7,0.62281,80.2,0.11153
ILMN_1213941,114.7,0.31454,74.8,0.48997,106.2,0.08897,80.5,0.60526,103.5,0.30075,88.7,0.16792,103.7,0.31328,87.3,0.17293,108.4,0.21679,86.8,0.2995,108.7,0.14787,82.8,0.06892
ILMN_1213947,426,0,160.7,0,438.1,0,239.8,0,322.7,0,209.3,0,565.6,0,203.5,0,293.8,0,235.8,0,460.5,0,172.1,0
ILMN_1213954,4796.3,0,1247.7,0,3485.8,0,4594.6,0,3584.5,0,3188.9,0,6894.6,0,2609.6,0,3175.7,0,3799.8,0,6292.9,0,2946.4,0
ILMN_1213958,216,0,116.9,0,308.3,0,231.8,0,280.6,0,216.7,0,461.9,0,168.6,0,235.2,0,208.2,0,338.8,0,169.1,0
ILMN_1213960,110.2,0.49624,74.6,0.50251,98.4,0.33835,87.9,0.19298,98.7,0.49749,80.1,0.61278,107.6,0.20927,89.2,0.11905,94.3,0.79574,80.6,0.63283,89.9,0.81078,68.4,0.76566
ILMN_1213963,111,0.4599,79.5,0.22055,99.1,0.30326,87.6,0.21053,107.6,0.16416,84.1,0.38346,98.6,0.49749,82.9,0.38847,101.4,0.48747,84,0.42356,92.9,0.69048,79,0.14787
ILMN_1213971,113.8,0.35589,77.5,0.31454,90.1,0.77945,87.4,0.21554,99.2,0.48747,84.2,0.37845,88.8,0.89223,84.5,0.29825,100.9,0.51378,73.9,0.91228,106.6,0.18296,70.6,0.62907
ILMN_1213975,560.1,0,323.5,0,234.2,0,172.6,0,449.6,0,335.1,0,262.6,0,197.3,0,572.8,0,300.6,0,377.7,0,169.2,0
ILMN_1213978,171.4,0,96,0.00501,110.9,0.03634,101.2,0.01003,140.9,0.00125,118.1,0.00125,136.6,0.01378,93.4,0.05263,129.9,0.01504,113.1,0.00251,134,0.02381,96.4,0.00752
ILMN_1213981,286.8,0,164.1,0,270.2,0,252,0,230.6,0,186.8,0,395.1,0,257.5,0,243.4,0,148.8,0,270.4,0,187.5,0
ILMN_1213982,486.9,0,159.8,0,392.3,0,206.6,0,324.7,0,173.1,0,367.3,0,171.2,0,300.2,0,171.5,0,420.5,0,138,0
ILMN_1214000,110.7,0.46992,71.1,0.75689,95.3,0.52882,80.2,0.61905,104.6,0.25564,72.3,0.93358,89.5,0.86842,78,0.67544,104.3,0.36466,83,0.49123,83.3,0.97368,75.5,0.29198
ILMN_1214025,115,0.30451,80.6,0.17544,116.7,0.01504,92.9,0.06266,97,0.59649,88.1,0.19048,105,0.27694,82.1,0.44236,125.5,0.02256,80,0.67419,112.9,0.10276,74.5,0.34586
ILMN_1214031,299.6,0,143,0,118.1,0.00877,96.3,0.03133,171.9,0,179.7,0,141.6,0.00752,94.6,0.04386,215,0,176.1,0,155.4,0.00251,82.3,0.07644
ILMN_1214036,1117.3,0,521.4,0,1158.3,0,1137.9,0,1566.4,0,1445.3,0,1709.2,0,925,0,1213.5,0,1196,0,1432,0,677.9,0
ILMN_1214044,104.4,0.73058,70.9,0.77068,95.7,0.48997,89.9,0.12406,97.2,0.59023,81.7,0.52381,92.9,0.75689,76.4,0.74311,106.9,0.2782,77.8,0.79449,90.6,0.79449,63.2,0.9411
ILMN_1214050,657.1,0,255.8,0,959.4,0,525.9,0,563.2,0,347.7,0,1041,0,381.6,0,533.4,0,412.4,0,1004,0,297.2,0
ILMN_1214053,475.7,0,225.5,0,395.7,0,349.6,0,378.5,0,277.6,0,680.7,0,342,0,458.4,0,336.3,0,584.2,0,292.4,0
ILMN_1214054,1922.9,0,666.5,0,1100.3,0,975.5,0,1456,0,1179.8,0,2104.2,0,775.5,0,1530.2,0,1183,0,1639.6,0,695,0
ILMN_1214057,295.2,0,115.6,0,261.6,0,174.7,0,235.9,0,159.7,0,260.9,0,116.7,0.00376,208.1,0,137.4,0,230,0,95.8,0.00752
ILMN_1214059,102.3,0.80451,75.9,0.41855,90.3,0.77694,86,0.28822,94.2,0.73058,71.4,0.94486,104.7,0.28947,79.3,0.60902,96.9,0.70551,91.2,0.13283,98.7,0.42732,66.2,0.86717
ILMN_1214060,123.4,0.12406,87.9,0.03759,99.9,0.27318,96.9,0.03008,112.5,0.08396,91.2,0.09273,121.4,0.06391,101.2,0.01629,121.2,0.03885,96.6,0.04261,114.1,0.09774,85.9,0.04135
ILMN_1214065,93.3,0.95614,68.1,0.88095,89,0.82581,70.3,0.96992,91.8,0.81328,83.7,0.40476,97.6,0.54135,78.7,0.64035,94.9,0.77945,69.9,0.97619,96.3,0.53258,79.3,0.13033
ILMN_1214066,167.9,0,99.2,0.00376,159.5,0,100.7,0.01003,145.3,0,116.7,0.00251,178.7,0,130.2,0.00125,147,0,117.4,0.00125,162.4,0.00125,88,0.02757
ILMN_1214070,486,0,233.2,0,669.5,0,387.2,0,441,0,365.3,0,751.8,0,284.2,0,422.4,0,406.4,0,462.4,0,269.2,0
ILMN_1214075,123.7,0.12281,82,0.12907,104.5,0.12155,89.3,0.13659,95.9,0.65915,79.9,0.62281,119,0.07519,86.7,0.18922,99.7,0.57393,88.2,0.21679,112.4,0.10652,81.8,0.08145
ILMN_1214090,2043.1,0,895.9,0,1473.8,0,1023.3,0,1881.7,0,1136.4,0,2152.9,0,648.3,0,1455.4,0,1105.9,0,1621.7,0,514.7,0
ILMN_1214092,560.8,0,194.9,0,412,0,313.2,0,447.1,0,329.2,0,717.4,0,286.5,0,462.2,0,361.8,0,609.5,0,182.4,0
ILMN_1214094,1053.9,0,499.7,0,192.9,0,169.8,0,679.4,0,527.6,0,323.1,0,202.3,0,750,0,360.5,0,361.2,0,150,0
ILMN_1214110,241,0,115.1,0,281.4,0,170.9,0,219.8,0,177.9,0,278.5,0,154.9,0,206.8,0,162,0,272.3,0,136.5,0
ILMN_1214113,113.9,0.35338,83.8,0.06767,104.3,0.13033,87.9,0.19424,103.1,0.31328,86.3,0.26692,97.3,0.54887,80,0.57519,103.3,0.39348,73.2,0.93233,106.6,0.18296,80.2,0.11529
ILMN_1214118,1147.8,0,490.7,0,1654,0,1110.7,0,1153.8,0,829.9,0,2467.8,0,836.6,0,779.3,0,681.9,0,1434.7,0,606.3,0
ILMN_1214119,104,0.74436,68,0.88847,87.5,0.87469,81.5,0.55388,101.4,0.38596,91.3,0.08897,90.6,0.83208,84.6,0.29073,110.6,0.17293,79.6,0.69925,99.1,0.40602,70.4,0.63784
ILMN_1214126,214.2,0,112.3,0,181.3,0,114.6,0.00125,198.8,0,141.2,0,150.8,0.00251,116.9,0.00376,184.2,0,162,0,172.9,0,95.5,0.00752
ILMN_1214132,188.5,0,80.6,0.17544,147.8,0,103,0.00877,147.1,0,90.4,0.11529,174.3,0,90.4,0.09023,139.2,0.00251,94.4,0.06767,167,0.00125,97.5,0.00627
ILMN_1214142,116.6,0.25689,70,0.80576,80.7,0.98246,76.5,0.84336,95.6,0.66792,89.1,0.14912,89.9,0.85589,86.5,0.19925,95.4,0.76566,87.6,0.24436,95.9,0.54762,68.2,0.78571
ILMN_1214150,263.5,0,130.2,0,374.8,0,221.6,0,379.8,0,299.8,0,425.7,0,168.9,0,292.1,0,250.2,0,302.7,0,134.8,0
ILMN_1214163,427.5,0,237.2,0,423.7,0,266.9,0,371.2,0,260.6,0,476.8,0,233.6,0,295.3,0,220.1,0,355.3,0,189.3,0
ILMN_1214165,101.3,0.82206,69,0.85088,92.8,0.66917,70.3,0.96992,89.6,0.88972,80.7,0.58145,88.8,0.89223,73.7,0.86967,95.2,0.77068,81.5,0.57644,83.7,0.96742,65.2,0.89975
ILMN_1214167,881.1,0,432.1,0,1234.7,0,691.1,0,850.5,0,791.7,0,1202.6,0,530,0,621.5,0,424.5,0,856.3,0,397.7,0
ILMN_1214179,750.9,0,292,0,1036.5,0,759.5,0,509.2,0,400.4,0,1608.7,0,527.6,0,595.1,0,419.6,0,1266.6,0,487.1,0
ILMN_1214180,743.1,0,221.4,0,416.4,0,359,0,409.9,0,241,0,478,0,181.4,0,422.7,0,298.7,0,587.6,0,208,0
ILMN_1214183,108.1,0.58396,73.2,0.61278,97.7,0.37594,82.9,0.46241,94,0.73684,77.5,0.76065,98.6,0.49499,81.9,0.45238,99.7,0.57393,88.4,0.20426,94.2,0.64662,72.8,0.46867
ILMN_1214187,792.3,0,262.9,0,642,0,407.3,0,718.8,0,372,0,1179.6,0,279.4,0,606.9,0,472.6,0,841.1,0,240.5,0
ILMN_1214188,133.7,0.04511,85.4,0.05138,111.2,0.03258,89.1,0.1416,129,0.00752,105.5,0.00627,120.4,0.07143,88.8,0.12782,120.2,0.03885,115.8,0.00125,121.9,0.05013,77.9,0.18672
ILMN_1214190,129.8,0.06266,84.7,0.05639,101.5,0.2193,85.4,0.32581,113,0.07895,90.8,0.10652,115.3,0.09273,91.7,0.07644,117.8,0.0614,99.2,0.02381,110.9,0.12155,83.4,0.06015
ILMN_1214195,109.4,0.5401,78.5,0.26692,99.1,0.30451,97.2,0.02882,104.7,0.25564,90.4,0.11404,98.3,0.51003,79.1,0.61404,111.6,0.15539,81,0.61529,101.3,0.31579,75.2,0.30201
ILMN_1214222,113.8,0.35589,71.7,0.71679,102.9,0.17669,84.4,0.37218,96.3,0.6391,79.5,0.6416,96.9,0.57393,89.2,0.11905,101.9,0.4599,84.5,0.40351,97.2,0.49373,71.4,0.56015
ILMN_1214224,206.7,0,90.5,0.02381,131.2,0.00125,111.2,0.00125,167.2,0,99.7,0.01754,217.1,0,88.4,0.14787,187.2,0,119.5,0.00125,209.9,0,81.8,0.08521
ILMN_1214228,113.8,0.35589,81.7,0.13659,94.4,0.57895,80.9,0.58271,108.6,0.13659,89.2,0.14912,98.3,0.51003,82.6,0.40476,98.4,0.64787,83.5,0.45865,95.8,0.55388,74.8,0.3208
ILMN_1214239,906.3,0,427.8,0,962.2,0,764.8,0,689.1,0,628.2,0,1261.4,0,531,0,671.2,0,541.4,0,933.8,0,436.2,0
ILMN_1214241,128.8,0.07268,85.6,0.04762,101.2,0.22932,79.2,0.68672,123.9,0.01629,91.4,0.08396,127.3,0.03258,79.6,0.59524,124,0.02381,87,0.28195,116.6,0.08396,69.6,0.69048
ILMN_1214277,136.3,0.03509,79.6,0.21178,110.6,0.03885,85.5,0.32331,121.3,0.0213,78.7,0.69674,126.1,0.03759,90.1,0.09649,121.6,0.03759,94.4,0.06767,113.3,0.099,69.8,0.67669
ILMN_1214296,135.8,0.03634,77.5,0.31454,119.2,0.00877,81.4,0.55388,120.6,0.02381,82.6,0.46867,118.7,0.07644,82.2,0.42982,112.4,0.14286,87.3,0.25564,99.8,0.37845,69.2,0.71303
ILMN_1214307,112.9,0.38596,71.3,0.75063,82,0.97619,73.1,0.92857,101.8,0.35338,88.4,0.18546,113.2,0.11779,82.4,0.41855,108.9,0.20551,83.1,0.48622,112.2,0.10902,74.1,0.36591
ILMN_1214318,101,0.83835,75.6,0.43734,94,0.60401,90.2,0.11654,100.2,0.44361,69.1,0.96992,95.2,0.65038,72.1,0.90476,104.4,0.3584,74.2,0.90727,97.4,0.48371,65.3,0.89975
ILMN_1214319,303.5,0,175,0,451.9,0,416.7,0,263.9,0,222.8,0,752.7,0,329.1,0,244.8,0,201.7,0,474.5,0,225.4,0
ILMN_1214326,116.1,0.26441,81.5,0.14536,110.9,0.03634,82.3,0.50125,119.1,0.03509,99.2,0.02005,122.6,0.05639,75.4,0.79073,112,0.14912,88.2,0.21429,104.8,0.21429,89.6,0.0188
ILMN_1214353,180.1,0,94.5,0.00627,159.9,0,118.7,0.00125,138.5,0.00125,101.2,0.01629,159.9,0.00125,92.4,0.06391,164,0,94.5,0.06767,157.6,0.00251,80.1,0.11654
ILMN_1214358,681.1,0,360.5,0,652.3,0,376.8,0,546.3,0,466.6,0,783.3,0,233.1,0,522.2,0,509.5,0,514,0,289.2,0
ILMN_1214364,113,0.37719,81.7,0.1391,102.4,0.18922,88,0.18797,114.5,0.06266,89.4,0.14411,97.2,0.55388,90.4,0.09023,109.6,0.18672,80.7,0.62907,97.1,0.5,81.7,0.08647
ILMN_1214368,132.7,0.05138,71.6,0.72556,102.7,0.18296,91.5,0.08647,118.9,0.03759,88.2,0.18922,97.6,0.54261,83.5,0.35338,117.5,0.06391,84.6,0.39599,96.9,0.51003,77.5,0.20301
ILMN_1214369,122,0.14035,82,0.12406,106.9,0.07895,83.3,0.4411,92.9,0.77945,83.6,0.41103,104.3,0.29449,78.7,0.64035,102.6,0.41855,81.2,0.599,97.6,0.47118,80.1,0.11529
ILMN_1214375,667.7,0,323,0,652,0,374,0,634.1,0,539.3,0,798,0,367.3,0,643.9,0,517,0,807.8,0,323.1,0
ILMN_1214394,763.2,0,421.9,0,706.9,0,584.4,0,869.6,0,736.6,0,1137.7,0,800.1,0,739.5,0,642.9,0,843.3,0,558.9,0
ILMN_1214402,673.3,0,216.6,0,329.8,0,206.9,0,575.1,0,251.6,0,505.9,0,221.4,0,773.2,0,332,0,945.8,0,192.3,0
ILMN_1214405,143,0.01629,99.2,0.00376,118.2,0.00877,98.7,0.01629,138.1,0.00125,112.6,0.00251,138.2,0.01003,113.1,0.00376,123.6,0.02381,109.7,0.00251,140.8,0.00877,86.4,0.03885
ILMN_1214416,277.8,0,118.6,0,263.1,0,192.7,0,228,0,164.7,0,341.9,0,178.5,0,215.2,0,166.9,0,294.6,0,122.6,0.00125
ILMN_1214431,117.3,0.24311,78.9,0.24687,115.2,0.01629,91.4,0.08772,100.5,0.43233,78.5,0.70802,122.7,0.05639,82.9,0.38847,115.7,0.08271,82.5,0.52506,103.6,0.24185,75.3,0.29825
ILMN_1214441,289.1,0,181.9,0,312.8,0,210.5,0,274.2,0,186.3,0,327.9,0,200.3,0,272.3,0,206.2,0,289.1,0,131,0
ILMN_1214450,820.7,0,380.2,0,809.8,0,733.7,0,1019.9,0,776,0,1321.6,0,608.7,0,834.3,0,775.3,0,1152.5,0,476.3,0
ILMN_1214459,114.3,0.32832,80.5,0.1817,92.2,0.69674,74.6,0.88847,101,0.40852,85.6,0.30451,108.2,0.19298,84.5,0.29699,114.3,0.10652,90.3,0.14912,97.1,0.49373,66.2,0.86842
ILMN_1214471,123.4,0.12406,73.7,0.58647,106.9,0.08145,85.4,0.32957,114.1,0.06391,84.6,0.36842,109.4,0.1604,78.8,0.6391,94.2,0.79699,99.6,0.02381,119.2,0.06266,66.8,0.83709
ILMN_1214482,221.7,0,107.8,0,201.4,0,141.3,0,187.1,0,134.6,0,204.6,0,101.7,0.01629,185.2,0,138.5,0,152.5,0.00376,91.3,0.01504
ILMN_1214483,163.4,0,86.1,0.04386,271.9,0,166.9,0,238.3,0,127.9,0,307.3,0,139.5,0,117.7,0.0614,123.1,0.00125,347.4,0,207.5,0
ILMN_1214486,2259.7,0,650.5,0,769.9,0,533,0,1281.3,0,713.4,0,1403,0,449.6,0,2031.5,0,1064.9,0,2388.4,0,595.1,0
ILMN_1214487,486.1,0,182.7,0,463.2,0,286.9,0,453.6,0,287.8,0,619.9,0,224.9,0,365.6,0,274.9,0,416.4,0,192,0
